constant
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
1,9.0,0.51,0,10,1.6,11,1.6,2.1,0.12,3.2,0.2,5.2,0.21,49,7.8
1,10.0,0.51,0,11,1.8,12,1.8,2.2,0.21,3.4,0.21,5.6,0.22,51,7.6
2,1.0,1,0.061,0.8,0.045,1.8,0.07,1,0.061,0.62,0.049,1.6,0.049,10,2.9
2,2.0,1,0.061,1.6,0.089,2.6,0.099,1,9.2E-16,1.2,0.079,2.2,0.079,14,3.7
2,3.0,1,0.061,2.4,0.13,3.4,0.14,1.1,0.13,1.8,0.14,2.8,0.11,16,3.9
2,4.0,1,0.061,3.2,0.18,4.2,0.18,1.5,0.15,1.9,0.17,3.3,0.12,20,4
2,5.0,1,0.061,3.9,0.22,4.9,0.22,1.6,0.16,2.2,0.16,3.8,0.14,23,4
2,6.0,1,0.061,4.7,0.26,5.7,0.26,1.8,0.24,2.4,0.24,4.2,0.15,26,3.8
2,7.0,1,0.061,5.4,0.3,6.4,0.3,2,0.13,2.6,0.17,4.6,0.17,29,3.7
2,8.0,1,0.061,6.2,0.35,7.2,0.34,2,0.065,2.9,0.18,4.9,0.19,32,3.7
2,9.0,1,0.061,6.9,0.39,7.9,0.38,2.1,0.12,3.2,0.2,5.2,0.21,34,3.7
2,10.0,1,0.061,7.7,0.43,8.7,0.42,2.2,0.21,3.4,0.21,5.6,0.22,36,3.6
3,1.0,1.7,0.2,0.56,0.044,2.3,0.2,1.7,0.2,0.46,0.037,2.2,0.18,4.8,1.9
3,2.0,1.7,0.2,1.1,0.087,2.8,0.22,1.7,0.21,0.9,0.078,2.6,0.17,7.6,3
3,3.0,1.7,0.2,1.7,0.13,3.4,0.24,1.8,0.23,1.3,0.12,3,0.16,9.8,3.7
3,4.0,1.7,0.2,2.2,0.17,3.9,0.26,1.8,0.23,1.6,0.15,3.5,0.15,12,4.2
3,5.0,1.7,0.2,2.8,0.21,4.5,0.29,1.9,0.21,1.9,0.16,3.9,0.15,14,4.5
3,6.0,1.7,0.2,3.3,0.26,5,0.32,2,0.12,2.2,0.16,4.2,0.16,16,4.6
3,7.0,1.7,0.2,3.8,0.3,5.5,0.35,2.1,0.094,2.5,0.17,4.6,0.18,17,4.7
3,8.0,1.7,0.2,4.4,0.34,6.1,0.39,2.1,0.12,2.8,0.18,4.9,0.2,19,4.7
3,9.0,1.7,0.2,4.9,0.38,6.6,0.42,2.1,0.16,3.1,0.2,5.3,0.21,20,4.7
3,10.0,1.7,0.2,5.4,0.42,7.1,0.46,2.2,0.22,3.4,0.2,5.6,0.22,21,4.7
4,1.0,2.5,0.22,0.44,0.029,3,0.23,2.5,0.22,0.34,0.021,2.9,0.22,3.1,0.93
4,2.0,2.5,0.22,0.87,0.058,3.4,0.24,2.5,0.22,0.68,0.042,3.2,0.22,5.4,1.6
4,3.0,2.5,0.22,1.3,0.086,3.8,0.25,2.5,0.22,1,0.057,3.6,0.23,7.1,2.1
4,4.0,2.5,0.22,1.7,0.11,4.2,0.27,2.5,0.23,1.3,0.078,3.9,0.23,8.6,2.4
4,5.0,2.5,0.22,2.1,0.14,4.7,0.29,2.6,0.23,1.7,0.094,4.2,0.24,9.8,2.6
4,6.0,2.5,0.22,2.6,0.17,5.1,0.31,2.6,0.25,1.9,0.11,4.5,0.24,11,2.8
4,7.0,2.5,0.22,3,0.2,5.5,0.33,2.6,0.25,2.2,0.13,4.8,0.25,12,2.9
4,8.0,2.5,0.22,3.4,0.22,5.9,0.35,2.6,0.25,2.5,0.15,5.1,0.25,13,3.1
4,9.0,2.5,0.22,3.8,0.25,6.3,0.37,2.6,0.26,2.8,0.17,5.4,0.26,14,3.2
4,10.0,2.5,0.22,4.2,0.28,6.7,0.39,2.7,0.28,3,0.18,5.7,0.26,14,3.3
V
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
0,1.0,0.48,0.082,1.6,0.15,2.1,0.16,0.51,4.8E-16,0.84,0.013,1.4,0.013,35,5.3
0,2.0,0.48,0.082,3.2,0.29,3.7,0.29,1,7.8E-16,1.1,0.018,2.1,0.018,43,5.2
0,3.0,0.48,0.082,4.8,0.44,5.3,0.43,1,1.1E-15,1.6,0.027,2.6,0.027,50,4.8
0,4.0,0.48,0.082,6.4,0.58,6.9,0.57,1,1.4E-15,2.2,0.036,3.2,0.036,53,4.6
0,5.0,0.48,0.082,7.9,0.72,8.4,0.71,1.1,0.13,2.6,0.12,3.7,0.044,56,4.5
0,6.0,0.48,0.082,9.5,0.86,10,0.85,1.5,0.076,2.6,0.076,4.2,0.04,58,4.3
0,7.0,0.48,0.082,11,1,11,0.99,2,1.8E-15,2.5,0.036,4.5,0.036,60,4.1
0,8.0,0.48,0.082,13,1.1,13,1.1,2,2.2E-15,2.8,0.041,4.9,0.041,62,3.9
0,9.0,0.48,0.082,14,1.3,15,1.3,2,2.5E-15,3.2,0.046,5.2,0.046,64,3.8
0,10.0,0.48,0.082,16,1.4,16,1.4,2.3,0.25,3.3,0.26,5.5,0.049,65,3.6
1,1.0,0.51,0,1.2,0.23,1.7,0.23,0.51,5.2E-16,0.84,0.013,1.4,0.013,20,12
1,2.0,0.51,0,2.4,0.47,2.9,0.47,1,8.7E-16,1.1,0.018,2.1,0.018,26,14
1,3.0,0.51,0,3.6,0.7,4.1,0.7,1,1.2E-15,1.6,0.027,2.6,0.027,34,13
1,4.0,0.51,0,4.8,0.92,5.3,0.92,1,1.2E-15,2.2,0.036,3.2,0.036,38,13
1,5.0,0.51,0,6,1.1,6.5,1.1,1.1,0.13,2.6,0.12,3.7,0.044,41,12
1,6.0,0.51,0,7.1,1.4,7.6,1.4,1.5,0.076,2.6,0.076,4.2,0.04,43,12
1,7.0,0.51,0,8.3,1.6,8.8,1.6,2,1.7E-15,2.5,0.036,4.5,0.036,46,11
1,8.0,0.51,0,9.4,1.8,9.9,1.8,2,2.1E-15,2.8,0.041,4.9,0.041,49,11
1,9.0,0.51,0,11,2,11,2,2,2E-15,3.2,0.046,5.2,0.046,51,11
1,10.0,0.51,0,12,2.2,12,2.2,2.3,0.25,3.3,0.26,5.5,0.049,52,10
2,1.0,1,0,0.82,0.037,1.8,0.037,1,6.9E-16,0.55,0.0094,1.6,0.0094,15,1.7
2,2.0,1,0,1.6,0.073,2.7,0.073,1,9.2E-16,1.1,0.019,2.1,0.019,21,2.2
2,3.0,1,0,2.4,0.11,3.5,0.11,1,1.2E-15,1.6,0.028,2.6,0.028,24,2.5
2,4.0,1,0,3.2,0.14,4.3,0.14,1,1.2E-15,2.2,0.037,3.2,0.037,26,2.6
2,5.0,1,0,4,0.18,5.1,0.18,1.1,0.14,2.6,0.13,3.7,0.044,27,2.7
2,6.0,1,0,4.8,0.21,5.8,0.21,1.5,0.076,2.6,0.076,4.2,0.04,29,2.7
2,7.0,1,0,5.6,0.25,6.6,0.25,2,1.9E-15,2.5,0.036,4.5,0.036,32,2.6
2,8.0,1,0,6.4,0.28,7.4,0.28,2,2E-15,2.8,0.041,4.9,0.041,34,2.6
2,9.0,1,0,7.1,0.32,8.2,0.32,2,2.2E-15,3.2,0.046,5.2,0.046,36,2.5
2,10.0,1,0,7.9,0.35,8.9,0.35,2.3,0.25,3.3,0.26,5.5,0.049,38,2.5
3,1.0,1.5,0,0.56,0.032,2.1,0.032,1.5,8.1E-16,0.45,0.009,2,0.009,5.1,1.4
3,2.0,1.5,0,1.1,0.064,2.6,0.064,1.5,1.1E-15,0.9,0.018,2.4,0.018,8,2.2
3,3.0,1.5,0,1.7,0.095,3.2,0.095,1.5,1.4E-15,1.3,0.027,2.9,0.027,9.8,2.6
3,4.0,1.5,0,2.2,0.13,3.7,0.13,1.5,1.3E-15,1.8,0.036,3.3,0.036,11,2.9
3,5.0,1.5,0,2.7,0.16,4.3,0.16,1.5,1.4E-15,2.2,0.044,3.7,0.044,12,3.2
3,6.0,1.5,0,3.3,0.19,4.8,0.19,1.6,0.13,2.6,0.12,4.2,0.046,13,3.3
3,7.0,1.5,0,3.8,0.22,5.3,0.22,2,1.9E-15,2.5,0.044,4.5,0.044,14,3.3
3,8.0,1.5,0,4.3,0.25,5.8,0.25,2,2.4E-15,2.8,0.05,4.9,0.05,16,3.4
3,9.0,1.5,0,4.8,0.28,6.4,0.28,2.1,0.17,3.1,0.16,5.2,0.054,18,3.5
3,10.0,1.5,0,5.3,0.31,6.9,0.31,2.4,0.22,3.1,0.21,5.5,0.051,19,3.5
4,1.0,2,0.022,0.45,0.017,2.5,0.029,2,0.022,0.38,0.013,2.4,0.024,2.8,0.87
4,2.0,2,0.022,0.9,0.034,2.9,0.041,2,0.022,0.76,0.026,2.8,0.031,4.7,1.5
4,3.0,2,0.022,1.3,0.05,3.4,0.056,2,0.022,1.1,0.039,3.2,0.041,6.1,1.9
4,4.0,2,0.022,1.8,0.067,3.8,0.071,2,0.022,1.5,0.051,3.5,0.052,7.2,2.2
4,5.0,2,0.022,2.2,0.083,4.3,0.087,2,0.022,1.9,0.064,3.9,0.064,8,2.4
4,6.0,2,0.022,2.6,0.099,4.7,0.1,2,0.022,2.2,0.076,4.3,0.076,8.7,2.6
4,7.0,2,0.022,3.1,0.12,5.1,0.12,2.1,0.11,2.6,0.11,4.6,0.083,9.3,2.7
4,8.0,2,0.022,3.5,0.13,5.5,0.13,2.2,0.24,2.7,0.18,5,0.079,10,2.7
4,9.0,2,0.022,3.9,0.15,5.9,0.15,2.3,0.26,3,0.21,5.3,0.066,11,2.5
4,10.0,2,0.022,4.3,0.16,6.4,0.16,2.4,0.24,3.2,0.22,5.6,0.056,12,2.4
