buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
1,6.0,0.51,1.1E-16,7.3,0.95,7.8,0.95,1.5,2.2E-16,2.6,4.3E-16,4.2,0,45,7.2
1,7.0,0.51,1.1E-16,8.4,1.1,8.9,1.1,2,4.3E-16,2.5,8.7E-16,4.6,8.7E-16,48,6.9
1,8.0,0.51,1.1E-16,9.6,1.3,10,1.3,2,4.3E-16,2.9,4.3E-16,4.9,8.7E-16,51,6.6
1,9.0,0.51,1.1E-16,11,1.4,11,1.4,2,4.3E-16,3.2,0,5.2,8.7E-16,53,6.4
1,10.0,0.51,1.1E-16,12,1.6,12,1.6,2,0,3.5,1.3E-15,5.6,0,54,6.2
2,1.0,1,2.2E-16,0.83,0.066,1.9,0.066,1,2.2E-16,0.58,1.1E-16,1.6,0,13,3.2
2,2.0,1,2.2E-16,1.7,0.13,2.7,0.13,1,0,1.2,4.3E-16,2.2,0,18,4.3
2,3.0,1,2.2E-16,2.5,0.2,3.5,0.2,1,0,1.7,0,2.8,0,21,4.8
2,4.0,1,2.2E-16,3.3,0.26,4.3,0.26,1.5,0,1.8,0,3.3,0,23,5.1
2,5.0,1,2.2E-16,4.1,0.32,5.1,0.32,1.5,2.2E-16,2.2,4.3E-16,3.7,0,26,5.1
2,6.0,1,2.2E-16,4.9,0.39,5.9,0.39,1.5,0,2.6,0,4.2,0,29,5.1
2,7.0,1,2.2E-16,5.6,0.45,6.7,0.45,2,4.3E-16,2.5,4.3E-16,4.6,1.7E-15,31,5
2,8.0,1,2.2E-16,6.4,0.51,7.4,0.51,2,8.7E-16,2.9,0,4.9,8.7E-16,34,5
2,9.0,1,2.2E-16,7.2,0.57,8.2,0.57,2,0,3.2,0,5.2,0,36,4.9
2,10.0,1,2.2E-16,8,0.63,9,0.63,2,4.3E-16,3.5,4.3E-16,5.6,8.7E-16,37,4.8
3,1.0,1.5,0,0.6,0.05,2.1,0.05,1.5,4.3E-16,0.45,1.6E-16,2,0,7.1,2.2
3,2.0,1.5,0,1.2,0.1,2.7,0.1,1.5,0,0.9,1.1E-16,2.4,4.3E-16,11,3.3
3,3.0,1.5,0,1.8,0.15,3.3,0.15,1.5,0,1.3,0,2.9,4.3E-16,13,3.9
3,4.0,1.5,0,2.4,0.2,3.9,0.2,1.5,2.2E-16,1.8,6.5E-16,3.3,0,15,4.3
3,5.0,1.5,0,3,0.25,4.5,0.25,1.5,2.2E-16,2.2,0,3.7,0,16,4.6
3,6.0,1.5,0,3.5,0.29,5.1,0.29,1.5,4.3E-16,2.6,4.3E-16,4.2,8.7E-16,17,4.9
3,7.0,1.5,0,4.1,0.34,5.6,0.34,2,4.3E-16,2.5,4.3E-16,4.6,0,19,5
3,8.0,1.5,0,4.7,0.39,6.2,0.39,2,8.7E-16,2.9,8.7E-16,4.9,0,21,5
3,9.0,1.5,0,5.2,0.44,6.8,0.44,2,4.3E-16,3.2,4.3E-16,5.2,1.7E-15,22,5.1
3,10.0,1.5,0,5.8,0.48,7.3,0.48,2,4.3E-16,3.5,8.7E-16,5.6,8.7E-16,23,5.1
4,1.0,2,4.3E-16,0.46,0.017,2.5,0.017,2,4.3E-16,0.38,0,2.4,4.3E-16,3.3,0.67
4,2.0,2,4.3E-16,0.92,0.035,3,0.035,2,4.3E-16,0.75,0,2.8,0,5.6,1.1
4,3.0,2,4.3E-16,1.4,0.052,3.4,0.052,2,4.3E-16,1.1,0,3.2,0,7.3,1.4
4,4.0,2,4.3E-16,1.8,0.068,3.9,0.068,2,0,1.5,0,3.5,8.7E-16,8.5,1.6
4,5.0,2,4.3E-16,2.3,0.085,4.3,0.085,2,4.3E-16,1.8,4.3E-16,3.9,4.3E-16,9.5,1.8
4,6.0,2,4.3E-16,2.7,0.1,4.7,0.1,2,0,2.2,0,4.2,8.7E-16,10,1.9
4,7.0,2,4.3E-16,3.1,0.12,5.2,0.12,2,4.3E-16,2.6,4.3E-16,4.6,8.7E-16,11,2
4,8.0,2,4.3E-16,3.6,0.13,5.6,0.13,2,0,2.9,4.3E-16,5,8.7E-16,12,2.1
4,9.0,2,4.3E-16,4,0.15,6,0.15,2,4.3E-16,3.3,8.7E-16,5.3,0,12,2.2
4,10.0,2,4.3E-16,4.4,0.17,6.5,0.17,2.6,4.3E-16,3.1,0,5.6,8.7E-16,13,2.3
