buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
3,10.0,1.5,0.02,5.8,0.33,7.4,0.34,2.1,0.12,3.6,0.14,5.7,0.095,23,3.9
4,1.0,2.2,0.19,0.44,0.025,2.7,0.2,2.2,0.19,0.37,0.017,2.6,0.18,2.5,1.1
4,2.0,2.2,0.19,0.87,0.049,3.1,0.2,2.2,0.19,0.73,0.033,3,0.17,4.2,1.9
4,3.0,2.2,0.19,1.3,0.073,3.5,0.21,2.2,0.2,1.1,0.052,3.3,0.16,5.6,2.5
4,4.0,2.2,0.19,1.7,0.097,4,0.22,2.2,0.2,1.4,0.072,3.7,0.15,6.6,2.9
4,5.0,2.2,0.19,2.1,0.12,4.4,0.23,2.3,0.2,1.8,0.09,4,0.14,7.5,3.3
4,6.0,2.2,0.19,2.6,0.14,4.8,0.25,2.3,0.21,2.1,0.12,4.4,0.13,8.2,3.6
4,7.0,2.2,0.19,3,0.17,5.2,0.26,2.3,0.22,2.5,0.15,4.7,0.12,8.9,3.8
4,8.0,2.2,0.19,3.4,0.19,5.6,0.28,2.3,0.23,2.8,0.17,5.1,0.11,9.5,4
4,9.0,2.2,0.19,3.8,0.21,6,0.29,2.4,0.23,3,0.17,5.4,0.11,10,4
4,10.0,2.2,0.19,4.2,0.24,6.4,0.31,2.4,0.22,3.3,0.17,5.7,0.1,11,4
