buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
2,7.0,1,0.071,5.5,0.55,6.6,0.56,2,0.097,2.6,0.16,4.6,0.15,29,6.4
2,8.0,1,0.071,6.3,0.62,7.3,0.63,2,0.02,2.9,0.17,5,0.17,32,6.3
2,9.0,1,0.071,7.1,0.7,8.1,0.71,2.1,0.15,3.2,0.21,5.3,0.19,34,6.2
2,10.0,1,0.071,7.8,0.77,8.8,0.78,2.2,0.2,3.5,0.19,5.7,0.2,35,6.1
3,1.0,1.7,0.21,0.58,0.043,2.3,0.21,1.7,0.21,0.46,0.035,2.2,0.19,5.1,2
3,2.0,1.7,0.21,1.2,0.085,2.9,0.23,1.7,0.21,0.91,0.073,2.6,0.17,8.1,3.1
3,3.0,1.7,0.21,1.7,0.13,3.4,0.25,1.7,0.23,1.3,0.12,3.1,0.15,10,3.8
3,4.0,1.7,0.21,2.3,0.17,4,0.27,1.8,0.24,1.7,0.16,3.5,0.13,12,4.2
3,5.0,1.7,0.21,2.8,0.21,4.6,0.3,1.9,0.2,2,0.17,3.9,0.12,14,4.4
3,6.0,1.7,0.21,3.4,0.25,5.1,0.33,2,0.06,2.2,0.13,4.3,0.14,16,4.4
3,7.0,1.7,0.21,3.9,0.29,5.7,0.37,2,0.068,2.6,0.15,4.6,0.16,18,4.4
3,8.0,1.7,0.21,4.5,0.33,6.2,0.4,2,0.045,2.9,0.17,5,0.18,19,4.4
3,9.0,1.7,0.21,5,0.37,6.7,0.43,2.1,0.18,3.2,0.22,5.3,0.2,21,4.4
3,10.0,1.7,0.21,5.6,0.41,7.3,0.47,2.2,0.22,3.5,0.19,5.7,0.21,22,4.4
4,1.0,2.5,0.19,0.45,0.027,3,0.2,2.5,0.19,0.35,0.018,2.9,0.19,3.6,1.1
4,2.0,2.5,0.19,0.91,0.054,3.4,0.22,2.5,0.19,0.69,0.036,3.2,0.19,6.2,1.9
4,3.0,2.5,0.19,1.4,0.081,3.9,0.23,2.5,0.19,1,0.053,3.6,0.2,8.2,2.5
4,4.0,2.5,0.19,1.8,0.11,4.3,0.25,2.5,0.2,1.4,0.071,3.9,0.2,9.8,2.9
4,5.0,2.5,0.19,2.2,0.13,4.8,0.27,2.5,0.2,1.7,0.091,4.2,0.21,11,3.3
4,6.0,2.5,0.19,2.7,0.16,5.2,0.29,2.6,0.2,2,0.11,4.6,0.21,12,3.5
4,7.0,2.5,0.19,3.1,0.18,5.6,0.31,2.6,0.21,2.3,0.12,4.9,0.22,13,3.8
4,8.0,2.5,0.19,3.5,0.21,6.1,0.33,2.6,0.22,2.6,0.14,5.2,0.22,14,3.9
4,9.0,2.5,0.19,3.9,0.24,6.5,0.35,2.7,0.26,2.8,0.15,5.5,0.23,15,4
4,10.0,2.5,0.19,4.4,0.26,6.9,0.37,2.7,0.28,3.1,0.17,5.8,0.23,16,4.1
