buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
2,3.0,1,2.2E-16,2.6,0.2,3.6,0.2,1,1.8E-14,1.8,1.8E-14,2.8,4.3E-16,21,4.4
2,4.0,1,2.2E-16,3.4,0.26,4.5,0.26,1.5,0,1.8,2.2E-16,3.3,0,25,4.5
2,5.0,1,2.2E-16,4.3,0.33,5.3,0.33,1.5,2.2E-16,2.2,4.3E-16,3.8,4.3E-16,28,4.5
2,6.0,1,2.2E-16,5.1,0.39,6.1,0.39,1.5,2.2E-16,2.7,4.3E-16,4.2,0,31,4.5
2,7.0,1,2.2E-16,5.9,0.45,6.9,0.45,2,6.2E-14,2.5,6.2E-14,4.6,8.7E-16,34,4.4
2,8.0,1,2.2E-16,6.7,0.52,7.8,0.52,2,1.4E-14,2.9,1.4E-14,4.9,8.7E-16,36,4.4
2,9.0,1,2.2E-16,7.5,0.58,8.6,0.58,2,1.6E-15,3.2,1.7E-15,5.3,8.7E-16,38,4.3
2,10.0,1,2.2E-16,8.3,0.64,9.4,0.64,2,9.2E-14,3.6,9.2E-14,5.6,8.7E-16,40,4.2
3,1.0,1.5,0,0.6,0.043,2.1,0.043,1.5,1.4E-15,0.47,1.4E-15,2,4.3E-16,5.8,1.9
3,2.0,1.5,0,1.2,0.086,2.7,0.086,1.5,2.2E-14,0.94,2.2E-14,2.5,4.3E-16,8.9,2.8
3,3.0,1.5,0,1.8,0.13,3.3,0.13,1.5,1.1E-14,1.4,1.1E-14,2.9,4.3E-16,11,3.4
3,4.0,1.5,0,2.4,0.17,3.9,0.17,1.5,1.5E-15,1.9,1.5E-15,3.4,0,12,3.8
3,5.0,1.5,0,2.9,0.21,4.5,0.21,1.5,2.2E-14,2.3,2.2E-14,3.9,8.7E-16,13,4
3,6.0,1.5,0,3.5,0.25,5,0.25,2,2.2E-14,2.2,2.2E-14,4.2,8.7E-16,16,4.2
3,7.0,1.5,0,4.1,0.29,5.6,0.29,2,9E-14,2.5,9E-14,4.6,8.7E-16,18,4.2
3,8.0,1.5,0,4.6,0.33,6.2,0.33,2,3.7E-14,2.9,3.7E-14,4.9,8.7E-16,20,4.3
3,9.0,1.5,0,5.2,0.37,6.7,0.37,2,4.8E-14,3.2,4.8E-14,5.3,8.7E-16,21,4.3
3,10.0,1.5,0,5.7,0.41,7.3,0.41,2,1.2E-14,3.6,1.2E-14,5.6,8.7E-16,22,4.3
4,1.0,2,4.3E-16,0.46,0.021,2.5,0.021,2,1.1E-15,0.37,1E-15,2.4,4.3E-16,3.4,0.82
4,2.0,2,4.3E-16,0.91,0.042,3,0.042,2,1.1E-15,0.74,1.2E-15,2.8,4.3E-16,5.6,1.3
4,3.0,2,4.3E-16,1.4,0.063,3.4,0.063,2,0,1.1,0,3.2,4.3E-16,7.3,1.7
4,4.0,2,4.3E-16,1.8,0.083,3.8,0.083,2,1.5E-14,1.5,1.5E-14,3.5,4.3E-16,8.6,2
4,5.0,2,4.3E-16,2.2,0.1,4.3,0.1,2,1.8E-14,1.8,1.8E-14,3.9,0,9.6,2.2
4,6.0,2,4.3E-16,2.7,0.12,4.7,0.12,2,2.4E-14,2.2,2.4E-14,4.2,8.7E-16,10,2.4
4,7.0,2,4.3E-16,3.1,0.14,5.2,0.14,2,1.4E-14,2.5,1.4E-14,4.6,0,11,2.5
4,8.0,2,4.3E-16,3.5,0.16,5.6,0.16,2,0,2.9,0,4.9,8.7E-16,12,2.6
4,9.0,2,4.3E-16,4,0.18,6,0.18,2,4.3E-16,3.2,4.3E-16,5.3,1.7E-15,12,2.7
4,10.0,2,4.3E-16,4.4,0.2,6.4,0.2,2,1.2E-14,3.6,1.2E-14,5.6,0,12,2.8
