constant
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
0,10.0,0.49,0.064,15,1.3,16,1.3,2,2.4E-15,3.6,0.085,5.6,0.085,64,3.4
1,1.0,0.51,1.1E-16,1.2,0.21,1.7,0.21,0.51,6.7E-16,0.88,0.019,1.4,0.019,18,11
1,2.0,0.51,1.1E-16,2.4,0.42,2.9,0.42,1,1.1E-15,1.2,0.027,2.2,0.027,24,12
1,3.0,0.51,1.1E-16,3.6,0.63,4.1,0.63,1,1.3E-15,1.7,0.041,2.8,0.041,31,12
1,4.0,0.51,1.1E-16,4.8,0.83,5.3,0.83,1.3,0.25,2,0.23,3.3,0.046,36,11
1,5.0,0.51,1.1E-16,6,1,6.5,1,1.5,1.5E-15,2.2,0.053,3.8,0.053,40,11
1,6.0,0.51,1.1E-16,7.1,1.2,7.6,1.2,1.6,0.18,2.6,0.17,4.2,0.06,44,10
1,7.0,0.51,1.1E-16,8.3,1.4,8.8,1.4,2,0.096,2.5,0.11,4.6,0.06,46,9.8
1,8.0,0.51,1.1E-16,9.4,1.6,9.9,1.6,2,1.9E-15,2.9,0.068,4.9,0.068,49,9.4
1,9.0,0.51,1.1E-16,11,1.8,11,1.8,2,2E-15,3.2,0.077,5.3,0.077,51,9.1
1,10.0,0.51,1.1E-16,12,2,12,2,2,2E-15,3.6,0.085,5.6,0.085,53,8.9
2,1.0,1,2.2E-16,0.8,0.04,1.8,0.04,1,6.8E-16,0.59,0.014,1.6,0.014,12,1.9
2,2.0,1,2.2E-16,1.6,0.08,2.6,0.08,1,8.8E-16,1.2,0.027,2.2,0.027,16,2.5
2,3.0,1,2.2E-16,2.4,0.12,3.4,0.12,1,1.1E-15,1.7,0.041,2.8,0.041,19,2.8
2,4.0,1,2.2E-16,3.2,0.16,4.2,0.16,1.3,0.25,2,0.23,3.3,0.046,21,3
2,5.0,1,2.2E-16,3.9,0.2,4.9,0.2,1.5,1.6E-15,2.2,0.053,3.8,0.053,24,3
2,6.0,1,2.2E-16,4.7,0.24,5.7,0.24,1.6,0.18,2.6,0.17,4.2,0.06,27,3
2,7.0,1,2.2E-16,5.4,0.27,6.5,0.27,2,0.096,2.5,0.11,4.6,0.06,29,2.9
2,8.0,1,2.2E-16,6.2,0.31,7.2,0.31,2,2E-15,2.9,0.068,4.9,0.068,32,2.9
2,9.0,1,2.2E-16,6.9,0.35,8,0.35,2,2.2E-15,3.2,0.077,5.3,0.077,34,2.8
2,10.0,1,2.2E-16,7.7,0.39,8.7,0.39,2,2E-15,3.6,0.085,5.6,0.085,36,2.8
3,1.0,1.5,2.2E-16,0.57,0.035,2.1,0.035,1.5,8.9E-16,0.46,0.017,2,0.017,5.1,1.7
3,2.0,1.5,2.2E-16,1.1,0.07,2.7,0.07,1.5,1.1E-15,0.91,0.033,2.4,0.033,8,2.5
3,3.0,1.5,2.2E-16,1.7,0.11,3.2,0.11,1.5,0.02,1.4,0.05,2.9,0.049,9.9,3.1
3,4.0,1.5,2.2E-16,2.2,0.14,3.8,0.14,1.5,0.055,1.8,0.066,3.3,0.061,11,3.4
3,5.0,1.5,2.2E-16,2.8,0.17,4.3,0.17,1.6,0.16,2.2,0.14,3.8,0.065,12,3.6
3,6.0,1.5,2.2E-16,3.3,0.21,4.9,0.21,1.7,0.23,2.5,0.21,4.2,0.06,14,3.7
3,7.0,1.5,2.2E-16,3.9,0.24,5.4,0.24,2,0.096,2.5,0.11,4.6,0.06,15,3.8
3,8.0,1.5,2.2E-16,4.4,0.27,5.9,0.27,2,2.3E-15,2.9,0.068,4.9,0.068,17,3.8
3,9.0,1.5,2.2E-16,4.9,0.31,6.4,0.31,2,2.1E-15,3.2,0.077,5.3,0.077,18,3.9
3,10.0,1.5,2.2E-16,5.4,0.34,7,0.34,2,2.4E-15,3.6,0.085,5.6,0.085,19,3.9
4,1.0,2.1,0.094,0.45,0.023,2.5,0.091,2.1,0.094,0.39,0.015,2.5,0.092,2.4,0.92
4,2.0,2.1,0.094,0.89,0.045,3,0.094,2.1,0.094,0.77,0.03,2.8,0.092,4,1.5
4,3.0,2.1,0.094,1.3,0.067,3.4,0.1,2.1,0.094,1.1,0.044,3.2,0.094,5.2,2
4,4.0,2.1,0.094,1.8,0.089,3.8,0.11,2.1,0.11,1.5,0.07,3.6,0.095,6.1,2.3
4,5.0,2.1,0.094,2.2,0.11,4.3,0.13,2.1,0.12,1.9,0.093,4,0.096,6.9,2.5
4,6.0,2.1,0.094,2.6,0.13,4.7,0.14,2.1,0.16,2.2,0.13,4.3,0.098,7.5,2.7
4,7.0,2.1,0.094,3,0.15,5.1,0.16,2.2,0.21,2.5,0.17,4.7,0.095,8.2,2.9
4,8.0,2.1,0.094,3.5,0.17,5.5,0.18,2.3,0.25,2.8,0.2,5,0.086,9,3
4,9.0,2.1,0.094,3.9,0.2,5.9,0.2,2.4,0.23,2.9,0.2,5.3,0.079,9.8,3.1
4,10.0,2.1,0.094,4.3,0.22,6.3,0.21,2.5,0.068,3.1,0.1,5.7,0.08,11,3.2
