constant
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
4,1.0,2.5,0.21,0.44,0.028,2.9,0.22,2.5,0.21,0.34,0.021,2.8,0.21,3.3,1
4,2.0,2.5,0.21,0.87,0.057,3.4,0.23,2.5,0.21,0.68,0.041,3.2,0.21,5.6,1.7
4,3.0,2.5,0.21,1.3,0.084,3.8,0.25,2.5,0.21,1,0.058,3.5,0.21,7.5,2.2
4,4.0,2.5,0.21,1.7,0.11,4.2,0.26,2.5,0.22,1.3,0.08,3.8,0.21,9,2.6
4,5.0,2.5,0.21,2.1,0.14,4.6,0.28,2.5,0.21,1.6,0.093,4.2,0.22,10,2.9
4,6.0,2.5,0.21,2.6,0.17,5.1,0.3,2.5,0.21,1.9,0.1,4.5,0.22,11,3.1
4,7.0,2.5,0.21,3,0.19,5.5,0.32,2.6,0.23,2.2,0.12,4.8,0.22,12,3.3
4,8.0,2.5,0.21,3.4,0.22,5.9,0.34,2.6,0.23,2.5,0.14,5.1,0.23,13,3.4
4,9.0,2.5,0.21,3.8,0.25,6.3,0.36,2.6,0.24,2.8,0.15,5.4,0.23,14,3.5
4,10.0,2.5,0.21,4.2,0.27,6.7,0.38,2.6,0.26,3.1,0.17,5.7,0.24,15,3.6
V
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
0,1.0,0.45,0.12,1.6,0.16,2,0.19,0.51,5.7E-16,0.87,0.039,1.4,0.039,31,6.6
0,2.0,0.45,0.12,3.1,0.32,3.6,0.33,1,8.6E-16,1.2,0.056,2.2,0.056,39,6.3
0,3.0,0.45,0.12,4.7,0.47,5.1,0.48,1,1.1E-15,1.7,0.083,2.7,0.083,46,6
0,4.0,0.45,0.12,6.2,0.63,6.6,0.63,1.3,0.25,2,0.22,3.3,0.096,50,5.7
0,5.0,0.45,0.12,7.7,0.78,8.2,0.78,1.5,0.017,2.2,0.11,3.7,0.11,54,5.4
0,6.0,0.45,0.12,9.2,0.93,9.6,0.93,1.7,0.25,2.4,0.21,4.2,0.12,56,5.1
0,7.0,0.45,0.12,11,1.1,11,1.1,1.9,0.2,2.6,0.19,4.5,0.12,59,4.9
0,8.0,0.45,0.12,12,1.2,13,1.2,2,2E-15,2.9,0.13,4.9,0.13,61,4.7
0,9.0,0.45,0.12,14,1.4,14,1.4,2.1,0.083,3.2,0.14,5.2,0.14,62,4.5
0,10.0,0.45,0.12,15,1.5,15,1.5,2.1,0.21,3.4,0.23,5.6,0.15,64,4.4
1,1.0,0.51,0,1.1,0.21,1.7,0.21,0.51,5.3E-16,0.87,0.039,1.4,0.039,15,11
1,2.0,0.51,0,2.3,0.41,2.8,0.41,1,9.5E-16,1.2,0.056,2.2,0.056,20,12
1,3.0,0.51,0,3.4,0.62,3.9,0.62,1,1.2E-15,1.7,0.083,2.7,0.083,28,12
1,4.0,0.51,0,4.5,0.82,5,0.82,1.3,0.25,2,0.22,3.3,0.096,32,12
1,5.0,0.51,0,5.6,1,6.1,1,1.5,0.017,2.2,0.11,3.7,0.11,37,11
1,6.0,0.51,0,6.7,1.2,7.2,1.2,1.7,0.25,2.4,0.21,4.2,0.12,40,11
1,7.0,0.51,0,7.8,1.4,8.3,1.4,1.9,0.2,2.6,0.19,4.5,0.12,43,10
1,8.0,0.51,0,8.8,1.6,9.3,1.6,2,2.2E-15,2.9,0.13,4.9,0.13,46,9.7
1,9.0,0.51,0,9.9,1.8,10,1.8,2.1,0.083,3.2,0.14,5.2,0.14,48,9.4
1,10.0,0.51,0,11,2,11,2,2.1,0.21,3.4,0.23,5.6,0.15,50,9.1
2,1.0,1,0.045,0.8,0.038,1.8,0.054,1,0.035,0.59,0.038,1.6,0.031,11,2.6
2,2.0,1,0.045,1.6,0.075,2.6,0.081,1,8.5E-16,1.2,0.058,2.2,0.058,16,3
2,3.0,1,0.045,2.4,0.11,3.4,0.11,1,0.024,1.7,0.082,2.8,0.086,19,3.3
2,4.0,1,0.045,3.2,0.15,4.2,0.15,1.3,0.25,2,0.22,3.3,0.096,21,3.4
2,5.0,1,0.045,3.9,0.18,4.9,0.18,1.5,0.017,2.2,0.11,3.7,0.11,24,3.4
2,6.0,1,0.045,4.7,0.22,5.7,0.22,1.7,0.25,2.4,0.21,4.2,0.12,27,3.4
2,7.0,1,0.045,5.4,0.26,6.4,0.25,1.9,0.2,2.6,0.19,4.5,0.12,29,3.2
2,8.0,1,0.045,6.2,0.29,7.2,0.29,2,1.9E-15,2.9,0.13,4.9,0.13,32,3.1
2,9.0,1,0.045,6.9,0.33,7.9,0.32,2.1,0.083,3.2,0.14,5.2,0.14,34,3.1
2,10.0,1,0.045,7.7,0.36,8.7,0.36,2.1,0.21,3.4,0.23,5.6,0.15,36,3
3,1.0,1.6,0.075,0.57,0.042,2.1,0.076,1.6,0.074,0.47,0.033,2,0.079,4.6,1.9
3,2.0,1.6,0.075,1.1,0.084,2.7,0.098,1.6,0.085,0.94,0.068,2.5,0.096,7.2,2.9
3,3.0,1.6,0.075,1.7,0.12,3.2,0.13,1.6,0.096,1.4,0.1,2.9,0.12,9,3.5
3,4.0,1.6,0.075,2.2,0.17,3.8,0.16,1.6,0.19,1.7,0.14,3.4,0.13,11,3.9
3,5.0,1.6,0.075,2.8,0.21,4.3,0.2,1.8,0.23,2,0.18,3.8,0.13,12,4.2
3,6.0,1.6,0.075,3.3,0.25,4.9,0.24,1.9,0.23,2.3,0.2,4.2,0.12,14,4.4
3,7.0,1.6,0.075,3.9,0.29,5.4,0.28,2,0.19,2.6,0.19,4.6,0.13,16,4.6
3,8.0,1.6,0.075,4.4,0.32,6,0.31,2.1,0.045,2.9,0.13,4.9,0.14,17,4.7
3,9.0,1.6,0.075,4.9,0.36,6.5,0.35,2.1,0.13,3.2,0.15,5.3,0.15,19,4.8
3,10.0,1.6,0.075,5.5,0.4,7,0.39,2.2,0.24,3.4,0.24,5.6,0.16,20,4.8
4,1.0,2.3,0.22,0.44,0.023,2.7,0.22,2.3,0.22,0.36,0.026,2.7,0.21,2.7,0.94
4,2.0,2.3,0.22,0.87,0.046,3.2,0.23,2.3,0.22,0.72,0.051,3,0.19,4.7,1.6
4,3.0,2.3,0.22,1.3,0.069,3.6,0.23,2.3,0.22,1.1,0.078,3.4,0.18,6.1,2.1
4,4.0,2.3,0.22,1.7,0.091,4,0.24,2.3,0.23,1.4,0.11,3.7,0.17,7.3,2.5
4,5.0,2.3,0.22,2.2,0.11,4.4,0.25,2.3,0.24,1.7,0.13,4.1,0.16,8.3,2.8
4,6.0,2.3,0.22,2.6,0.14,4.9,0.26,2.4,0.24,2,0.14,4.4,0.16,9.3,3
4,7.0,2.3,0.22,3,0.16,5.3,0.27,2.4,0.24,2.3,0.17,4.7,0.15,10,3.2
4,8.0,2.3,0.22,3.4,0.18,5.7,0.29,2.5,0.21,2.6,0.18,5,0.15,11,3.3
4,9.0,2.3,0.22,3.8,0.2,6.1,0.3,2.5,0.15,2.8,0.17,5.4,0.16,12,3.3
4,10.0,2.3,0.22,4.2,0.22,6.5,0.31,2.6,0.15,3.1,0.16,5.7,0.17,13,3.3
