buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
3,1.0,1.9,0.29,0.57,0.043,2.5,0.3,1.9,0.29,0.44,0.035,2.4,0.28,5.4,1.9
3,2.0,1.9,0.29,1.1,0.086,3.1,0.31,1.9,0.3,0.86,0.072,2.8,0.27,8.8,3.1
3,3.0,1.9,0.29,1.7,0.13,3.6,0.32,2,0.3,1.3,0.1,3.2,0.25,11,3.7
3,4.0,1.9,0.29,2.3,0.17,4.2,0.34,2,0.27,1.6,0.12,3.6,0.25,13,4.1
3,5.0,1.9,0.29,2.8,0.21,4.7,0.36,2.1,0.29,1.9,0.15,4,0.25,15,4.3
3,6.0,1.9,0.29,3.4,0.25,5.3,0.39,2.2,0.24,2.2,0.18,4.4,0.26,17,4.4
3,7.0,1.9,0.29,3.9,0.29,5.8,0.42,2.2,0.25,2.5,0.19,4.7,0.28,19,4.5
3,8.0,1.9,0.29,4.4,0.33,6.4,0.45,2.3,0.27,2.8,0.19,5.1,0.29,20,4.5
3,9.0,1.9,0.29,5,0.37,6.9,0.48,2.4,0.27,3,0.19,5.4,0.3,22,4.6
3,10.0,1.9,0.29,5.5,0.41,7.4,0.51,2.4,0.28,3.3,0.24,5.7,0.31,23,4.6
4,1.0,2.9,0.42,0.44,0.037,3.3,0.42,2.9,0.42,0.33,0.021,3.2,0.42,3.2,1.2
4,2.0,2.9,0.42,0.88,0.073,3.8,0.43,2.9,0.42,0.66,0.042,3.5,0.41,5.7,2.1
4,3.0,2.9,0.42,1.3,0.11,4.2,0.44,2.9,0.42,0.99,0.065,3.9,0.41,7.6,2.8
4,4.0,2.9,0.42,1.7,0.14,4.6,0.45,2.9,0.43,1.3,0.089,4.2,0.41,9.2,3.3
4,5.0,2.9,0.42,2.2,0.18,5,0.46,2.9,0.43,1.6,0.11,4.5,0.41,11,3.7
4,6.0,2.9,0.42,2.6,0.21,5.5,0.48,2.9,0.43,1.9,0.13,4.8,0.41,12,4
4,7.0,2.9,0.42,3,0.25,5.9,0.5,2.9,0.43,2.2,0.14,5.1,0.41,13,4.3
4,8.0,2.9,0.42,3.4,0.28,6.3,0.52,3,0.42,2.4,0.15,5.4,0.41,14,4.5
4,9.0,2.9,0.42,3.8,0.32,6.7,0.54,3,0.42,2.7,0.18,5.7,0.42,15,4.6
4,10.0,2.9,0.42,4.2,0.35,7.1,0.56,3.1,0.41,2.9,0.19,6,0.42,16,4.7
