buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
3,1.0,3.5,0.43,0.58,0.041,4,0.43,3.5,0.43,0.46,0.037,3.9,0.4,2.8,1.1
3,2.0,3.5,0.43,1.1,0.082,4.6,0.43,3.5,0.43,0.92,0.076,4.4,0.38,4.9,1.8
3,3.0,3.5,0.43,1.7,0.12,5.2,0.44,3.5,0.43,1.4,0.11,4.8,0.36,6.5,2.4
3,4.0,3.5,0.43,2.3,0.16,5.7,0.45,3.5,0.44,1.8,0.15,5.3,0.34,7.8,2.9
3,5.0,3.5,0.43,2.8,0.2,6.3,0.46,3.5,0.46,2.2,0.2,5.7,0.32,9,3.3
3,6.0,3.5,0.43,3.4,0.24,6.8,0.48,3.5,0.47,2.6,0.24,6.1,0.31,10,3.6
3,7.0,3.5,0.43,3.9,0.28,7.4,0.5,3.6,0.47,3,0.28,6.6,0.29,11,3.8
3,8.0,3.5,0.43,4.5,0.32,7.9,0.52,3.6,0.47,3.3,0.32,7,0.28,12,4
3,9.0,3.5,0.43,5,0.36,8.5,0.54,3.7,0.45,3.6,0.32,7.4,0.27,13,4.2
3,10.0,3.5,0.43,5.5,0.39,9,0.57,3.9,0.4,3.9,0.32,7.7,0.27,14,4.3
4,1.0,5.2,0.44,0.45,0.031,5.6,0.45,5.2,0.44,0.35,0.018,5.5,0.44,1.8,0.7
4,2.0,5.2,0.44,0.89,0.062,6.1,0.46,5.2,0.44,0.69,0.036,5.8,0.44,3.4,1.6
4,3.0,5.2,0.44,1.3,0.093,6.5,0.47,5.2,0.44,1,0.053,6.2,0.44,4.6,1.8
4,4.0,5.2,0.44,1.8,0.12,6.9,0.48,5.2,0.44,1.4,0.07,6.5,0.44,5.7,2.2
4,5.0,5.2,0.44,2.2,0.15,7.4,0.5,5.2,0.44,1.7,0.089,6.9,0.44,6.7,2.6
4,6.0,5.2,0.44,2.6,0.18,7.8,0.52,5.2,0.44,2,0.11,7.2,0.44,7.6,2.9
4,7.0,5.2,0.44,3,0.21,8.2,0.53,5.2,0.44,2.3,0.12,7.5,0.45,8.3,3.1
4,8.0,5.2,0.44,3.5,0.24,8.6,0.55,5.2,0.45,2.7,0.13,7.8,0.45,9,3.3
4,9.0,5.2,0.44,3.9,0.27,9,0.57,5.2,0.45,3,0.15,8.2,0.45,9.6,3.5
4,10.0,5.2,0.44,4.3,0.3,9.4,0.59,5.2,0.46,3.3,0.18,8.5,0.46,10,3.6
