constant
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
2,6.0,1.2,0.22,4.5,0.37,5.7,0.45,1.8,0.23,2.3,0.24,4.2,0.29,27,5.1
2,7.0,1.2,0.22,5.3,0.43,6.4,0.5,2,0.23,2.6,0.27,4.5,0.31,29,5.1
2,8.0,1.2,0.22,6,0.49,7.2,0.56,2.1,0.25,2.8,0.29,4.9,0.34,32,5
2,9.0,1.2,0.22,6.7,0.55,7.9,0.61,2.2,0.28,3,0.28,5.2,0.36,34,5
2,10.0,1.2,0.22,7.4,0.61,8.6,0.66,2.3,0.29,3.2,0.3,5.5,0.38,35,4.9
3,1.0,2.1,0.38,0.54,0.049,2.6,0.39,2.1,0.38,0.4,0.035,2.5,0.37,5.1,1.7
3,2.0,2.1,0.38,1.1,0.098,3.2,0.41,2.1,0.38,0.79,0.068,2.9,0.36,8.5,2.8
3,3.0,2.1,0.38,1.6,0.15,3.7,0.43,2.1,0.37,1.2,0.1,3.3,0.35,11,3.5
3,4.0,2.1,0.38,2.1,0.19,4.2,0.46,2.2,0.37,1.5,0.14,3.7,0.35,13,4.1
3,5.0,2.1,0.38,2.6,0.24,4.7,0.49,2.2,0.34,1.8,0.16,4,0.35,15,4.4
3,6.0,2.1,0.38,3.2,0.29,5.3,0.52,2.3,0.34,2.1,0.2,4.4,0.36,17,4.8
3,7.0,2.1,0.38,3.7,0.33,5.8,0.55,2.3,0.34,2.4,0.22,4.7,0.37,18,5
3,8.0,2.1,0.38,4.2,0.38,6.3,0.58,2.4,0.33,2.6,0.24,5,0.39,20,5.2
3,9.0,2.1,0.38,4.7,0.43,6.8,0.62,2.5,0.32,2.8,0.26,5.3,0.41,21,5.3
3,10.0,2.1,0.38,5.2,0.47,7.3,0.66,2.6,0.33,3.1,0.27,5.6,0.42,22,5.4
4,1.0,3.1,0.5,0.43,0.035,3.5,0.51,3.1,0.5,0.31,0.028,3.4,0.5,3.3,1
4,2.0,3.1,0.5,0.85,0.07,3.9,0.51,3.1,0.5,0.62,0.056,3.7,0.5,5.8,1.7
4,3.0,3.1,0.5,1.3,0.1,4.4,0.52,3.1,0.5,0.93,0.081,4,0.49,7.8,2.3
4,4.0,3.1,0.5,1.7,0.14,4.8,0.53,3.1,0.5,1.2,0.11,4.3,0.49,9.4,2.7
4,5.0,3.1,0.5,2.1,0.17,5.2,0.54,3.1,0.51,1.5,0.14,4.6,0.49,11,3.1
4,6.0,3.1,0.5,2.5,0.21,5.6,0.55,3.2,0.5,1.8,0.17,4.9,0.5,12,3.3
4,7.0,3.1,0.5,2.9,0.24,6,0.57,3.2,0.5,2,0.17,5.2,0.5,13,3.5
4,8.0,3.1,0.5,3.3,0.27,6.4,0.58,3.2,0.49,2.3,0.19,5.5,0.5,14,3.6
4,9.0,3.1,0.5,3.7,0.31,6.8,0.6,3.3,0.51,2.5,0.21,5.7,0.51,16,3.7
4,10.0,3.1,0.5,4.1,0.34,7.2,0.62,3.3,0.49,2.7,0.23,6,0.51,17,3.8
V
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
0,1.0,0.47,0.089,1.5,0.21,2,0.22,0.51,6.4E-16,0.9,0.066,1.4,0.066,27,9.2
0,2.0,0.47,0.089,3,0.41,3.4,0.42,0.96,0.16,1.3,0.16,2.2,0.092,34,9.2
0,3.0,0.47,0.089,4.4,0.62,4.9,0.62,1,0.074,1.8,0.14,2.8,0.13,42,8.8
0,4.0,0.47,0.089,5.9,0.82,6.3,0.82,1.3,0.24,2.1,0.2,3.4,0.15,46,8.4
0,5.0,0.47,0.089,7.3,1,7.8,1,1.6,0.21,2.2,0.21,3.8,0.17,50,7.9
0,6.0,0.47,0.089,8.7,1.2,9.2,1.2,1.8,0.24,2.4,0.24,4.2,0.18,53,7.5
0,7.0,0.47,0.089,10,1.4,11,1.4,2,0.17,2.6,0.21,4.6,0.19,56,7.1
0,8.0,0.47,0.089,12,1.6,12,1.6,2.1,0.14,2.9,0.23,5,0.22,58,6.9
0,9.0,0.47,0.089,13,1.8,13,1.8,2.2,0.21,3.2,0.24,5.3,0.23,59,6.7
0,10.0,0.47,0.089,14,2,15,2,2.3,0.26,3.4,0.24,5.6,0.25,61,6.4
1,1.0,0.53,0.082,1.2,0.17,1.7,0.19,0.54,0.11,0.89,0.08,1.4,0.091,16,9
1,2.0,0.53,0.082,2.4,0.35,2.9,0.36,0.98,0.14,1.2,0.14,2.2,0.092,22,10
1,3.0,0.53,0.082,3.5,0.52,4,0.52,1,0.074,1.8,0.14,2.8,0.13,29,9.6
1,4.0,0.53,0.082,4.7,0.69,5.2,0.69,1.3,0.24,2.1,0.2,3.4,0.15,34,9.4
1,5.0,0.53,0.082,5.8,0.85,6.3,0.86,1.6,0.21,2.2,0.21,3.8,0.17,38,8.9
1,6.0,0.53,0.082,6.9,1,7.5,1,1.8,0.24,2.4,0.24,4.2,0.18,42,8.5
1,7.0,0.53,0.082,8,1.2,8.6,1.2,2,0.17,2.6,0.21,4.6,0.19,45,8.1
1,8.0,0.53,0.082,9.1,1.3,9.7,1.3,2.1,0.14,2.9,0.23,5,0.22,48,7.8
1,9.0,0.53,0.082,10,1.5,11,1.5,2.2,0.21,3.2,0.24,5.3,0.23,50,7.6
1,10.0,0.53,0.082,11,1.7,12,1.7,2.3,0.26,3.4,0.24,5.6,0.25,51,7.4
2,1.0,1.1,0.11,0.79,0.061,1.8,0.13,1.1,0.11,0.61,0.047,1.7,0.12,9.6,3.6
2,2.0,1.1,0.11,1.6,0.12,2.6,0.16,1.1,0.13,1.2,0.095,2.3,0.14,14,4.8
2,3.0,1.1,0.11,2.3,0.18,3.4,0.21,1.1,0.2,1.7,0.15,2.8,0.15,16,5.3
2,4.0,1.1,0.11,3.1,0.24,4.2,0.26,1.4,0.22,2,0.19,3.4,0.16,19,5.4
2,5.0,1.1,0.11,3.9,0.3,4.9,0.32,1.6,0.22,2.2,0.2,3.8,0.17,22,5.4
2,6.0,1.1,0.11,4.6,0.36,5.7,0.37,1.8,0.24,2.4,0.23,4.2,0.18,25,5.4
2,7.0,1.1,0.11,5.4,0.42,6.4,0.43,2,0.17,2.6,0.21,4.6,0.19,28,5.3
2,8.0,1.1,0.11,6.1,0.47,7.2,0.48,2.1,0.14,2.9,0.23,5,0.22,30,5.3
2,9.0,1.1,0.11,6.8,0.53,7.9,0.54,2.2,0.21,3.2,0.24,5.3,0.23,32,5.3
2,10.0,1.1,0.11,7.5,0.59,8.6,0.59,2.3,0.26,3.4,0.24,5.6,0.25,34,5.2
3,1.0,1.9,0.24,0.55,0.04,2.4,0.24,1.9,0.24,0.44,0.032,2.3,0.23,4.7,1.7
3,2.0,1.9,0.24,1.1,0.08,3,0.25,1.9,0.24,0.86,0.064,2.8,0.22,7.7,2.7
3,3.0,1.9,0.24,1.6,0.12,3.5,0.26,1.9,0.25,1.3,0.11,3.2,0.21,9.9,3.4
3,4.0,1.9,0.24,2.2,0.16,4.1,0.28,2,0.25,1.6,0.14,3.6,0.21,12,4
3,5.0,1.9,0.24,2.7,0.2,4.6,0.3,2,0.24,1.9,0.15,4,0.21,13,4.3
3,6.0,1.9,0.24,3.2,0.23,5.1,0.33,2.1,0.22,2.2,0.17,4.3,0.22,15,4.4
3,7.0,1.9,0.24,3.8,0.27,5.6,0.35,2.2,0.23,2.5,0.18,4.7,0.23,17,4.5
3,8.0,1.9,0.24,4.3,0.31,6.2,0.38,2.3,0.25,2.8,0.2,5,0.24,18,4.6
3,9.0,1.9,0.24,4.8,0.35,6.7,0.41,2.3,0.26,3,0.2,5.4,0.25,19,4.7
3,10.0,1.9,0.24,5.3,0.38,7.2,0.44,2.4,0.27,3.3,0.22,5.7,0.25,21,4.7
4,1.0,2.8,0.35,0.43,0.033,3.2,0.36,2.8,0.35,0.33,0.024,3.1,0.34,3,1
4,2.0,2.8,0.35,0.86,0.067,3.7,0.37,2.8,0.35,0.66,0.047,3.5,0.33,5.3,1.7
4,3.0,2.8,0.35,1.3,0.099,4.1,0.38,2.8,0.35,0.98,0.073,3.8,0.33,7.2,2.3
4,4.0,2.8,0.35,1.7,0.13,4.5,0.39,2.8,0.35,1.3,0.098,4.1,0.33,8.7,2.8
4,5.0,2.8,0.35,2.1,0.16,4.9,0.41,2.9,0.35,1.6,0.11,4.4,0.32,10,3.3
4,6.0,2.8,0.35,2.5,0.2,5.3,0.43,2.9,0.36,1.9,0.14,4.7,0.32,11,3.6
4,7.0,2.8,0.35,2.9,0.23,5.8,0.45,2.9,0.36,2.2,0.15,5,0.32,12,3.8
4,8.0,2.8,0.35,3.3,0.26,6.2,0.47,2.9,0.34,2.4,0.16,5.3,0.32,13,4
4,9.0,2.8,0.35,3.7,0.29,6.6,0.49,3,0.33,2.6,0.16,5.6,0.33,14,4.1
4,10.0,2.8,0.35,4.1,0.32,7,0.51,3,0.33,2.9,0.18,5.9,0.33,15,4.2
