buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
2,2.0,1,2.2E-16,1.6,0.13,2.6,0.13,1,9.6E-16,1.2,0.033,2.2,0.033,15,4.4
2,3.0,1,2.2E-16,2.4,0.2,3.4,0.2,1,1.3E-15,1.8,0.049,2.8,0.049,18,5
2,4.0,1,2.2E-16,3.2,0.26,4.2,0.26,1.1,0.2,2.3,0.18,3.4,0.062,19,5.3
2,5.0,1,2.2E-16,3.9,0.32,5,0.32,1.7,0.24,2.2,0.23,3.9,0.057,22,5.3
2,6.0,1,2.2E-16,4.7,0.38,5.7,0.38,2,2.1E-15,2.2,0.061,4.2,0.061,26,5.2
2,7.0,1,2.2E-16,5.5,0.45,6.5,0.45,2,2.1E-15,2.5,0.071,4.6,0.071,29,5.1
2,8.0,1,2.2E-16,6.2,0.51,7.2,0.51,2,2.1E-15,2.9,0.08,4.9,0.08,31,5
2,9.0,1,2.2E-16,7,0.57,8,0.57,2,2.4E-15,3.2,0.09,5.3,0.09,33,5
2,10.0,1,2.2E-16,7.7,0.63,8.7,0.63,2.1,0.11,3.6,0.13,5.6,0.099,35,4.9
3,1.0,1.5,1.6E-08,0.59,0.031,2.1,0.031,1.5,9.8E-16,0.49,0.013,2,0.013,4.7,1.5
3,2.0,1.5,1.6E-08,1.2,0.062,2.7,0.062,1.5,1.3E-15,0.97,0.025,2.5,0.025,7.4,2.3
3,3.0,1.5,1.6E-08,1.7,0.092,3.3,0.092,1.5,1.4E-15,1.4,0.038,3,0.038,9.1,2.7
3,4.0,1.5,1.6E-08,2.3,0.12,3.9,0.12,1.5,0.053,1.9,0.069,3.5,0.05,10,3.1
3,5.0,1.5,1.6E-08,2.9,0.15,4.4,0.15,2,0.14,1.9,0.15,3.9,0.051,12,3.2
3,6.0,1.5,1.6E-08,3.4,0.18,5,0.18,2,1.8E-15,2.2,0.061,4.2,0.061,15,3.3
3,7.0,1.5,1.6E-08,4,0.21,5.5,0.21,2,2.2E-15,2.5,0.071,4.6,0.071,17,3.4
3,8.0,1.5,1.6E-08,4.6,0.24,6.1,0.24,2,2.3E-15,2.9,0.081,4.9,0.081,19,3.4
3,9.0,1.5,1.6E-08,5.1,0.27,6.6,0.27,2,2.9E-15,3.2,0.09,5.3,0.09,20,3.5
3,10.0,1.5,1.6E-08,5.6,0.3,7.2,0.3,2.1,0.11,3.6,0.13,5.6,0.099,21,3.5
4,1.0,2.2,0.19,0.45,0.03,2.6,0.19,2.2,0.19,0.38,0.022,2.6,0.18,2.6,1.4
4,2.0,2.2,0.19,0.89,0.059,3.1,0.21,2.2,0.19,0.75,0.046,2.9,0.17,4.4,2.3
4,3.0,2.2,0.19,1.3,0.088,3.5,0.22,2.2,0.2,1.1,0.073,3.3,0.16,5.8,3
4,4.0,2.2,0.19,1.8,0.12,4,0.24,2.2,0.21,1.5,0.1,3.7,0.15,6.9,3.6
4,5.0,2.2,0.19,2.2,0.15,4.4,0.26,2.2,0.23,1.8,0.13,4,0.14,8,4
4,6.0,2.2,0.19,2.6,0.17,4.8,0.28,2.3,0.24,2.1,0.14,4.4,0.13,8.9,4.2
4,7.0,2.2,0.19,3.1,0.2,5.2,0.3,2.3,0.24,2.4,0.17,4.7,0.12,9.9,4.4
4,8.0,2.2,0.19,3.5,0.23,5.7,0.32,2.4,0.24,2.7,0.17,5,0.11,11,4.5
4,9.0,2.2,0.19,3.9,0.26,6.1,0.34,2.4,0.23,3,0.18,5.4,0.1,12,4.6
4,10.0,2.2,0.19,4.3,0.28,6.5,0.37,2.4,0.21,3.2,0.17,5.7,0.099,12,4.6
