constant
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
2,6.0,1.1,0.16,4.6,0.38,5.7,0.4,1.9,0.22,2.4,0.22,4.3,0.21,25,5.1
2,7.0,1.1,0.16,5.3,0.44,6.4,0.46,2,0.16,2.6,0.22,4.6,0.23,28,5.1
2,8.0,1.1,0.16,6.1,0.5,7.2,0.51,2.1,0.17,2.9,0.23,5,0.25,30,5
2,9.0,1.1,0.16,6.8,0.56,7.9,0.57,2.2,0.21,3.1,0.25,5.3,0.27,32,5
2,10.0,1.1,0.16,7.5,0.62,8.6,0.63,2.3,0.25,3.4,0.26,5.7,0.29,34,5
3,1.0,1.9,0.3,0.55,0.044,2.5,0.31,1.9,0.3,0.44,0.036,2.4,0.29,4.5,1.6
3,2.0,1.9,0.3,1.1,0.087,3,0.31,1.9,0.3,0.86,0.071,2.8,0.27,7.4,2.6
3,3.0,1.9,0.3,1.6,0.13,3.6,0.33,2,0.3,1.3,0.11,3.2,0.26,9.6,3.2
3,4.0,1.9,0.3,2.2,0.17,4.1,0.35,2,0.28,1.6,0.13,3.6,0.26,12,3.6
3,5.0,1.9,0.3,2.7,0.21,4.6,0.37,2.1,0.29,1.9,0.16,4,0.26,13,3.9
3,6.0,1.9,0.3,3.2,0.26,5.2,0.4,2.2,0.25,2.2,0.18,4.4,0.27,15,4.1
3,7.0,1.9,0.3,3.7,0.3,5.7,0.42,2.2,0.24,2.5,0.19,4.7,0.28,17,4.3
3,8.0,1.9,0.3,4.3,0.34,6.2,0.45,2.3,0.27,2.8,0.19,5.1,0.29,18,4.4
3,9.0,1.9,0.3,4.8,0.38,6.7,0.48,2.3,0.27,3,0.19,5.4,0.3,19,4.5
3,10.0,1.9,0.3,5.3,0.42,7.2,0.52,2.4,0.29,3.3,0.24,5.7,0.31,21,4.6
4,1.0,2.9,0.43,0.44,0.035,3.3,0.44,2.9,0.43,0.33,0.022,3.2,0.43,3.3,1
4,2.0,2.9,0.43,0.88,0.07,3.8,0.45,2.9,0.43,0.66,0.044,3.6,0.42,5.8,1.8
4,3.0,2.9,0.43,1.3,0.11,4.2,0.47,2.9,0.43,0.99,0.064,3.9,0.42,7.8,2.4
4,4.0,2.9,0.43,1.7,0.14,4.6,0.48,2.9,0.44,1.3,0.088,4.2,0.42,9.4,2.8
4,5.0,2.9,0.43,2.2,0.17,5.1,0.5,2.9,0.44,1.6,0.11,4.5,0.42,11,3.2
4,6.0,2.9,0.43,2.6,0.21,5.5,0.52,2.9,0.44,1.9,0.13,4.8,0.42,12,3.5
4,7.0,2.9,0.43,3,0.24,5.9,0.54,3,0.44,2.2,0.15,5.1,0.42,13,3.8
4,8.0,2.9,0.43,3.4,0.27,6.3,0.56,3,0.43,2.4,0.15,5.4,0.42,14,4
4,9.0,2.9,0.43,3.8,0.31,6.7,0.59,3,0.43,2.7,0.18,5.7,0.43,15,4.2
4,10.0,2.9,0.43,4.3,0.34,7.1,0.61,3.1,0.42,2.9,0.19,6,0.43,16,4.3
V
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
0,1.0,0.47,0.1,1.5,0.19,2,0.22,0.51,5.9E-16,0.88,0.053,1.4,0.053,30,7.8
0,2.0,0.47,0.1,3,0.38,3.5,0.39,0.98,0.14,1.2,0.13,2.2,0.074,37,7.6
0,3.0,0.47,0.1,4.6,0.57,5,0.58,1,0.049,1.8,0.11,2.8,0.11,44,7.2
0,4.0,0.47,0.1,6,0.75,6.5,0.76,1.3,0.24,2.1,0.21,3.3,0.13,48,6.8
0,5.0,0.47,0.1,7.5,0.93,8,0.94,1.6,0.19,2.3,0.19,3.8,0.13,51,6.5
0,6.0,0.47,0.1,9,1.1,9.4,1.1,1.8,0.24,2.4,0.23,4.2,0.14,55,6.1
0,7.0,0.47,0.1,10,1.3,11,1.3,2,0.16,2.6,0.18,4.6,0.16,57,5.8
0,8.0,0.47,0.1,12,1.5,12,1.5,2,0.099,2.9,0.16,5,0.17,59,5.6
0,9.0,0.47,0.1,13,1.7,14,1.7,2.1,0.19,3.2,0.21,5.3,0.19,61,5.4
0,10.0,0.47,0.1,15,1.8,15,1.8,2.2,0.25,3.4,0.25,5.6,0.2,62,5.2
1,1.0,0.51,0,1.1,0.2,1.6,0.2,0.51,5.2E-16,0.89,0.055,1.4,0.055,14,11
1,2.0,0.51,0,2.3,0.4,2.8,0.4,0.98,0.14,1.2,0.13,2.2,0.074,19,12
1,3.0,0.51,0,3.4,0.6,3.9,0.6,1,0.049,1.8,0.11,2.8,0.11,26,12
1,4.0,0.51,0,4.5,0.8,5,0.8,1.3,0.24,2.1,0.21,3.3,0.13,31,11
1,5.0,0.51,0,5.6,0.99,6.1,0.99,1.6,0.19,2.3,0.19,3.8,0.13,35,11
1,6.0,0.51,0,6.6,1.2,7.2,1.2,1.8,0.24,2.4,0.23,4.2,0.14,39,10
1,7.0,0.51,0,7.7,1.4,8.2,1.4,2,0.16,2.6,0.18,4.6,0.16,42,9.8
1,8.0,0.51,0,8.8,1.6,9.3,1.6,2,0.099,2.9,0.16,5,0.17,45,9.4
1,9.0,0.51,0,9.8,1.8,10,1.8,2.1,0.19,3.2,0.21,5.3,0.19,47,9.1
1,10.0,0.51,0,11,1.9,11,1.9,2.2,0.25,3.4,0.25,5.6,0.2,49,8.9
2,1.0,1,0.052,0.79,0.051,1.8,0.069,1,0.05,0.6,0.043,1.6,0.053,10,3.1
2,2.0,1,0.052,1.6,0.1,2.6,0.11,1,0.038,1.2,0.076,2.2,0.084,14,4.1
2,3.0,1,0.052,2.3,0.15,3.4,0.15,1,0.098,1.7,0.12,2.8,0.12,16,4.4
2,4.0,1,0.052,3.1,0.2,4.1,0.2,1.3,0.24,2.1,0.21,3.3,0.13,19,4.5
2,5.0,1,0.052,3.9,0.25,4.9,0.25,1.6,0.19,2.2,0.18,3.8,0.13,22,4.6
2,6.0,1,0.052,4.6,0.3,5.6,0.3,1.8,0.24,2.4,0.23,4.2,0.14,25,4.5
2,7.0,1,0.052,5.4,0.35,6.4,0.34,2,0.16,2.6,0.18,4.6,0.16,27,4.4
2,8.0,1,0.052,6.1,0.39,7.1,0.39,2,0.099,2.9,0.16,5,0.17,30,4.3
2,9.0,1,0.052,6.8,0.44,7.8,0.44,2.1,0.19,3.2,0.21,5.3,0.19,32,4.3
2,10.0,1,0.052,7.5,0.49,8.6,0.48,2.2,0.25,3.4,0.25,5.6,0.2,34,4.2
3,1.0,1.7,0.18,0.57,0.041,2.3,0.18,1.7,0.18,0.46,0.034,2.2,0.17,4.7,1.7
3,2.0,1.7,0.18,1.1,0.081,2.8,0.19,1.7,0.19,0.92,0.068,2.6,0.16,7.5,2.7
3,3.0,1.7,0.18,1.7,0.12,3.4,0.21,1.7,0.2,1.3,0.11,3.1,0.15,9.5,3.3
3,4.0,1.7,0.18,2.2,0.16,3.9,0.23,1.8,0.21,1.7,0.15,3.5,0.15,11,3.8
3,5.0,1.7,0.18,2.8,0.2,4.5,0.26,1.9,0.21,2,0.17,3.9,0.15,13,4.1
3,6.0,1.7,0.18,3.3,0.24,5,0.29,2,0.16,2.3,0.16,4.3,0.16,15,4.2
3,7.0,1.7,0.18,3.9,0.28,5.6,0.32,2,0.14,2.6,0.16,4.6,0.17,17,4.3
3,8.0,1.7,0.18,4.4,0.32,6.1,0.35,2.1,0.18,2.9,0.17,5,0.19,18,4.3
3,9.0,1.7,0.18,4.9,0.35,6.6,0.38,2.2,0.23,3.1,0.2,5.3,0.19,20,4.3
3,10.0,1.7,0.18,5.5,0.39,7.2,0.42,2.3,0.25,3.3,0.23,5.7,0.2,21,4.3
4,1.0,2.6,0.25,0.44,0.03,3,0.25,2.6,0.25,0.35,0.022,2.9,0.24,3,0.95
4,2.0,2.6,0.25,0.87,0.059,3.4,0.26,2.6,0.25,0.69,0.044,3.2,0.23,5.2,1.6
4,3.0,2.6,0.25,1.3,0.088,3.9,0.27,2.6,0.25,1,0.065,3.6,0.23,6.9,2.2
4,4.0,2.6,0.25,1.7,0.12,4.3,0.28,2.6,0.25,1.4,0.089,3.9,0.22,8.3,2.6
4,5.0,2.6,0.25,2.1,0.15,4.7,0.29,2.6,0.24,1.7,0.11,4.2,0.22,9.5,2.9
4,6.0,2.6,0.25,2.6,0.17,5.1,0.31,2.6,0.25,2,0.13,4.6,0.22,11,3.2
4,7.0,2.6,0.25,3,0.2,5.5,0.33,2.6,0.25,2.2,0.14,4.9,0.23,12,3.4
4,8.0,2.6,0.25,3.4,0.23,5.9,0.35,2.7,0.25,2.5,0.15,5.2,0.23,12,3.5
4,9.0,2.6,0.25,3.8,0.26,6.3,0.37,2.7,0.26,2.8,0.18,5.5,0.23,13,3.6
4,10.0,2.6,0.25,4.2,0.28,6.7,0.39,2.8,0.27,3,0.19,5.8,0.24,14,3.7
