constant
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
3,4.0,3.1,4.3E-16,2.2,0.13,5.3,0.13,3.1,2.2E-15,1.8,0.11,4.9,0.11,7.5,2.2
3,5.0,3.1,4.3E-16,2.8,0.16,5.8,0.16,3.1,0.07,2.3,0.13,5.3,0.13,8.4,2.5
3,6.0,3.1,4.3E-16,3.3,0.19,6.4,0.19,3.1,0.07,2.7,0.15,5.8,0.15,9.3,2.7
3,7.0,3.1,4.3E-16,3.9,0.22,6.9,0.22,3.1,0.1,3.1,0.18,6.2,0.17,10,2.8
3,8.0,3.1,4.3E-16,4.4,0.25,7.4,0.25,3.1,0.22,3.5,0.2,6.6,0.19,11,2.9
3,9.0,3.1,4.3E-16,4.9,0.28,8,0.28,3.2,0.32,3.8,0.24,7.1,0.19,11,2.9
3,10.0,3.1,4.3E-16,5.4,0.31,8.5,0.31,3.4,0.43,4.1,0.32,7.5,0.18,12,3
4,1.0,4.3,0.35,0.44,0.021,4.8,0.35,4.3,0.35,0.38,0.02,4.7,0.34,1.3,0.48
4,2.0,4.3,0.35,0.89,0.042,5.2,0.35,4.3,0.35,0.76,0.04,5.1,0.33,2.4,0.87
4,3.0,4.3,0.35,1.3,0.063,5.6,0.36,4.3,0.35,1.1,0.061,5.4,0.32,3.4,1.2
4,4.0,4.3,0.35,1.8,0.083,6.1,0.36,4.3,0.36,1.5,0.085,5.8,0.31,4.2,1.5
4,5.0,4.3,0.35,2.2,0.1,6.5,0.37,4.3,0.36,1.9,0.11,6.2,0.3,4.9,1.7
4,6.0,4.3,0.35,2.6,0.12,6.9,0.37,4.3,0.36,2.2,0.13,6.5,0.29,5.5,1.9
4,7.0,4.3,0.35,3,0.14,7.3,0.38,4.3,0.37,2.6,0.15,6.9,0.29,6,2.1
4,8.0,4.3,0.35,3.4,0.16,7.8,0.39,4.3,0.38,2.9,0.18,7.2,0.28,6.5,2.3
4,9.0,4.3,0.35,3.9,0.18,8.2,0.4,4.3,0.39,3.3,0.21,7.6,0.27,6.9,2.4
4,10.0,4.3,0.35,4.3,0.2,8.6,0.41,4.4,0.41,3.6,0.24,7.9,0.27,7.3,2.6
