constant
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
0,1.0,0.51,0,1.7,0,2.3,0,0.51,0,0.88,1.1E-16,1.4,0,38,0
0,2.0,0.51,0,3.5,0,4,0,1,0,1.2,0,2.2,0,44,0
0,3.0,0.51,0,5.2,0,5.7,0,1,0,1.8,0,2.8,4.3E-16,50,0
0,4.0,0.51,0,6.9,0,7.4,0,1.5,0,1.8,0,3.3,4.3E-16,55,0
0,5.0,0.51,0,8.5,0,9,0,1.5,0,2.2,0,3.8,4.3E-16,58,0
0,6.0,0.51,0,10,0,11,0,1.5,2.2E-16,2.7,0,4.2,0,61,0
0,7.0,0.51,0,12,0,12,1.7E-15,2,0,2.5,0,4.6,0,63,0
0,8.0,0.51,0,13,1.7E-15,14,0,2,0,2.9,4.3E-16,4.9,0,65,0
0,9.0,0.51,0,15,0,16,1.7E-15,2,0,3.2,0,5.3,0,66,0
0,10.0,0.51,0,17,0,17,0,2,0,3.6,0,5.6,8.7E-16,67,0
1,1.0,0.51,0,0.99,0,1.5,0,0.51,0,0.88,0,1.4,0,6.7,0
1,2.0,0.51,0,2,0,2.5,0,1,0,1.2,0,2.2,0,9.7,0
1,3.0,0.51,0,2.9,4.3E-16,3.4,0,1,0,1.8,0,2.8,0,18,2.8E-15
1,4.0,0.51,0,3.9,0,4.4,0,1.5,0,1.8,0,3.3,0,24,0
1,5.0,0.51,0,4.8,0,5.3,0,1.5,2.2E-16,2.2,0,3.8,0,29,0
1,6.0,0.51,0,5.8,0,6.3,0,1.5,0,2.7,4.3E-16,4.2,0,33,0
1,7.0,0.51,0,6.7,0,7.2,0,2,0,2.5,0,4.6,0,37,0
1,8.0,0.51,0,7.6,8.7E-16,8.1,0,2,0,2.9,4.3E-16,4.9,0,39,0
1,9.0,0.51,0,8.5,0,9,0,2,0,3.2,4.3E-16,5.3,0,42,0
1,10.0,0.51,0,9.4,0,10,0,2,0,3.6,0,5.6,0,44,5.6E-15
2,1.0,1,0,0.83,0,1.9,2.2E-16,1,0,0.61,0,1.6,2.2E-16,12,1.4E-15
2,2.0,1,0,1.7,0,2.7,0,1,0,1.2,0,2.2,0,17,0
2,3.0,1,0,2.5,0,3.5,0,1,0,1.8,0,2.8,0,19,0
2,4.0,1,0,3.3,0,4.3,0,1.5,0,1.8,0,3.3,0,23,0
2,5.0,1,0,4.1,0,5.1,0,1.5,0,2.2,0,3.8,4.3E-16,26,0
2,6.0,1,0,4.9,0,5.9,0,1.5,0,2.7,4.3E-16,4.2,0,29,0
2,7.0,1,0,5.7,0,6.7,8.7E-16,2,0,2.5,0,4.6,0,32,0
2,8.0,1,0,6.5,0,7.5,0,2,0,2.9,0,4.9,0,34,0
2,9.0,1,0,7.2,8.7E-16,8.2,0,2,0,3.2,0,5.3,0,36,0
2,10.0,1,0,8,0,9,0,2,0,3.6,0,5.6,0,38,0
3,1.0,1.5,0,0.57,0,2.1,0,1.5,0,0.47,0,2,0,4.4,0
3,2.0,1.5,0,1.1,0,2.7,0,1.5,2.2E-16,0.94,0,2.5,0,6.9,0
3,3.0,1.5,0,1.7,0,3.2,4.3E-16,1.5,0,1.4,0,2.9,0,8.5,0
3,4.0,1.5,0,2.2,0,3.8,0,1.5,0,1.9,0,3.4,0,9.7,0
3,5.0,1.5,0,2.8,0,4.3,0,1.5,0,2.3,0,3.9,4.3E-16,11,0
3,6.0,1.5,0,3.3,0,4.8,0,2,0,2.2,0,4.2,0,13,0
3,7.0,1.5,0,3.9,0,5.4,0,2,0,2.5,0,4.6,0,15,0
3,8.0,1.5,0,4.4,0,5.9,0,2,0,2.9,0,4.9,0,17,0
3,9.0,1.5,0,4.9,0,6.4,0,2,0,3.2,0,5.3,0,18,0
3,10.0,1.5,0,5.4,0,7,0,2,0,3.6,0,5.6,0,19,0
4,1.0,2,0,0.45,0,2.5,0,2,0,0.37,5.4E-17,2.4,0,3.2,0
4,2.0,2,0,0.9,0,2.9,0,2,0,0.74,1.1E-16,2.8,0,5.4,0
4,3.0,2,0,1.3,0,3.4,0,2,0,1.1,0,3.2,4.3E-16,7,0
4,4.0,2,0,1.8,2.2E-16,3.8,0,2,0,1.5,0,3.5,4.3E-16,8.2,0
4,5.0,2,0,2.2,0,4.3,0,2,0,1.8,0,3.9,0,9.2,0
4,6.0,2,0,2.7,0,4.7,0,2,0,2.2,0,4.2,0,9.9,0
4,7.0,2,0,3.1,0,5.1,0,2,0,2.5,0,4.6,0,11,0
4,8.0,2,0,3.5,0,5.5,8.7E-16,2,0,2.9,0,4.9,0,11,0
4,9.0,2,0,3.9,0,6,0,2,0,3.2,0,5.3,0,12,0
4,10.0,2,0,4.3,0,6.4,0,2,0,3.6,0,5.6,8.7E-16,12,1.4E-15
V
buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
0,1.0,0.51,0,1.7,0,2.2,0,0.51,0,0.88,0,1.4,0,38,0
0,2.0,0.51,0,3.4,0,4,0,1,0,1.2,0,2.2,0,45,0
0,3.0,0.51,0,5.1,0,5.7,0,1,0,1.7,0,2.8,0,51,0
0,4.0,0.51,0,6.8,0,7.3,0,1.5,2.2E-16,1.8,0,3.3,0,55,0
0,5.0,0.51,0,8.5,0,9,0,1.5,0,2.2,0,3.7,0,58,0
0,6.0,0.51,0,10,0,11,1.7E-15,1.5,2.2E-16,2.6,0,4.2,0,61,0
0,7.0,0.51,0,12,0,12,0,2,0,2.5,0,4.6,0,63,0
0,8.0,0.51,0,13,0,14,1.7E-15,2,0,2.9,0,4.9,0,65,0
0,9.0,0.51,0,15,0,16,1.7E-15,2,0,3.2,0,5.2,0,66,0
0,10.0,0.51,0,17,0,17,0,2,0,3.5,0,5.6,0,67,1.1E-14
1,1.0,0.51,0,1.4,0,1.9,0,0.51,0,0.88,1.1E-16,1.4,2.2E-16,27,0
1,2.0,0.51,0,2.8,4.3E-16,3.3,0,1,0,1.2,0,2.2,0,34,5.6E-15
1,3.0,0.51,0,4.2,0,4.7,0,1,0,1.7,0,2.8,0,41,0
1,4.0,0.51,0,5.5,0,6,8.7E-16,1.5,0,1.8,0,3.3,4.3E-16,45,0
1,5.0,0.51,0,6.9,0,7.4,8.7E-16,1.5,0,2.2,0,3.7,0,49,0
1,6.0,0.51,0,8.2,0,8.7,0,1.5,2.2E-16,2.6,0,4.2,0,52,0
1,7.0,0.51,0,9.5,0,10,0,2,0,2.5,0,4.6,0,55,0
1,8.0,0.51,0,11,0,11,1.7E-15,2,0,2.9,0,4.9,0,57,0
1,9.0,0.51,0,12,0,13,1.7E-15,2,0,3.2,4.3E-16,5.2,0,59,0
1,10.0,0.51,0,13,0,14,0,2,0,3.5,0,5.6,8.7E-16,60,0
2,1.0,1,0,0.75,0,1.8,0,1,0,0.58,0,1.6,0,9.5,0
2,2.0,1,0,1.5,2.2E-16,2.5,0,1,0,1.2,0,2.2,0,13,0
2,3.0,1,0,2.2,0,3.3,0,1,0,1.7,2.2E-16,2.8,0,15,0
2,4.0,1,0,3,0,4,0,1.5,0,1.8,0,3.3,0,17,2.8E-15
2,5.0,1,0,3.7,0,4.7,0,1.5,0,2.2,0,3.7,0,20,0
2,6.0,1,0,4.4,0,5.4,0,1.5,2.2E-16,2.6,0,4.2,0,23,0
2,7.0,1,0,5.1,0,6.1,8.7E-16,2,0,2.5,0,4.6,0,26,0
2,8.0,1,0,5.8,0,6.8,0,2,0,2.9,0,4.9,0,28,0
2,9.0,1,0,6.5,0,7.5,8.7E-16,2,0,3.2,0,5.2,0,30,0
2,10.0,1,0,7.2,0,8.2,0,2,0,3.5,0,5.6,8.7E-16,32,0
3,1.0,1.5,0,0.51,0,2,0,1.5,0,0.45,0,2,0,2.9,0
3,2.0,1.5,0,1,0,2.5,0,1.5,0,0.9,0,2.4,0,4.6,0
3,3.0,1.5,0,1.5,0,3.1,4.3E-16,1.5,0,1.3,2.2E-16,2.9,0,5.8,0
3,4.0,1.5,0,2,0,3.5,0,1.5,0,1.8,0,3.3,0,6.6,0
3,5.0,1.5,0,2.5,0,4,0,1.5,2.2E-16,2.2,0,3.7,0,7.2,0
3,6.0,1.5,0,3,0,4.5,0,1.5,0,2.6,4.3E-16,4.2,0,7.6,0
3,7.0,1.5,0,3.5,0,5,0,2,0,2.5,0,4.6,0,9.1,1.4E-15
3,8.0,1.5,0,4,0,5.5,0,2,0,2.9,0,4.9,0,11,0
3,9.0,1.5,0,4.4,0,6,0,2,0,3.2,0,5.2,0,12,0
3,10.0,1.5,0,4.9,0,6.4,0,2,0,3.5,0,5.6,0,13,0
4,1.0,2,0,0.47,0,2.5,0,2,0,0.38,0,2.4,0,3.6,0
4,2.0,2,0,0.93,1.1E-16,3,4.3E-16,2,0,0.75,1.1E-16,2.8,0,6.1,0
4,3.0,2,0,1.4,2.2E-16,3.4,0,2,0,1.1,0,3.2,4.3E-16,7.9,0
4,4.0,2,0,1.8,0,3.9,0,2,0,1.5,0,3.5,0,9.3,1.4E-15
4,5.0,2,0,2.3,0,4.3,0,2,0,1.8,0,3.9,0,10,0
4,6.0,2,0,2.7,4.3E-16,4.8,0,2,0,2.2,0,4.2,0,11,0
4,7.0,2,0,3.2,0,5.2,0,2,0,2.6,0,4.6,0,12,0
4,8.0,2,0,3.6,0,5.7,8.7E-16,2,0,2.9,4.3E-16,5,0,12,0
4,9.0,2,0,4.1,0,6.1,8.7E-16,2,0,3.3,4.3E-16,5.3,8.7E-16,13,0
4,10.0,2,0,4.5,0,6.5,0,2.6,0,3.1,4.3E-16,5.6,0,14,0
