buzon,interes,costo_logistico_mean,costo_logistico_std,costo_financiero_mean,costo_financiero_std,costo_total_mean,costo_total_std,costo_logistico_financiero_mean,costo_logistico_financiero_std,costo_financiero_financiero_mean,costo_financiero_financiero_std,costo_total_financiero_mean,costo_total_financiero_std,ganancia_mean,ganancia_std
1,5.0,0.51,0,5.9,0.69,6.4,0.69,1.2,0.24,2.5,0.23,3.7,0.037,41,7.1
1,6.0,0.51,0,7.1,0.82,7.6,0.82,1.6,0.11,2.6,0.1,4.2,0.037,44,6.8
1,7.0,0.51,0,8.2,0.96,8.7,0.96,2,1.9E-15,2.5,0.034,4.6,0.034,47,6.6
1,8.0,0.51,0,9.3,1.1,9.8,1.1,2,2.1E-15,2.9,0.038,4.9,0.038,49,6.3
1,9.0,0.51,0,10,1.2,11,1.2,2,0.064,3.2,0.067,5.2,0.043,51,6.1
1,10.0,0.51,0,12,1.3,12,1.3,2.4,0.25,3.2,0.24,5.6,0.044,53,5.9
2,1.0,1,0,0.82,0.071,1.8,0.071,1,7.4E-16,0.55,0.0086,1.6,0.0086,14,3.3
2,2.0,1,0,1.6,0.14,2.6,0.14,1,9.3E-16,1.1,0.017,2.1,0.017,20,4.2
2,3.0,1,0,2.4,0.21,3.5,0.21,1,1.3E-15,1.6,0.026,2.7,0.026,22,4.7
2,4.0,1,0,3.2,0.28,4.2,0.28,1,1.5E-15,2.2,0.034,3.2,0.034,24,5
2,5.0,1,0,4,0.35,5,0.35,1.2,0.24,2.5,0.23,3.7,0.037,26,5.2
2,6.0,1,0,4.8,0.42,5.8,0.42,1.6,0.11,2.6,0.1,4.2,0.037,28,5.2
2,7.0,1,0,5.6,0.48,6.6,0.48,2,2.2E-15,2.5,0.034,4.6,0.034,30,5.2
2,8.0,1,0,6.3,0.55,7.4,0.55,2,2.2E-15,2.9,0.038,4.9,0.038,33,5.1
2,9.0,1,0,7.1,0.62,8.1,0.62,2,0.064,3.2,0.067,5.2,0.043,35,5
2,10.0,1,0,7.8,0.68,8.9,0.68,2.4,0.25,3.2,0.24,5.6,0.044,37,4.9
3,1.0,1.5,3.5E-08,0.59,0.04,2.1,0.04,1.5,9.7E-16,0.45,0.007,2,0.007,6.3,1.8
3,2.0,1.5,3.5E-08,1.2,0.081,2.7,0.081,1.5,1.1E-15,0.9,0.014,2.4,0.014,9.9,2.8
3,3.0,1.5,3.5E-08,1.7,0.12,3.3,0.12,1.5,1.4E-15,1.3,0.021,2.9,0.021,12,3.3
3,4.0,1.5,3.5E-08,2.3,0.16,3.8,0.16,1.5,1.4E-15,1.8,0.028,3.3,0.028,14,3.7
3,5.0,1.5,3.5E-08,2.9,0.2,4.4,0.2,1.5,1.5E-15,2.2,0.034,3.8,0.034,15,4
3,6.0,1.5,3.5E-08,3.4,0.24,5,0.24,1.6,0.11,2.6,0.1,4.2,0.039,16,4.1
3,7.0,1.5,3.5E-08,4,0.28,5.5,0.28,2,1.9E-15,2.5,0.035,4.6,0.035,17,4.3
3,8.0,1.5,3.5E-08,4.5,0.31,6.1,0.31,2,2.2E-15,2.9,0.039,4.9,0.039,19,4.3
3,9.0,1.5,3.5E-08,5.1,0.35,6.6,0.35,2.1,0.17,3.2,0.16,5.3,0.043,20,4.3
3,10.0,1.5,3.5E-08,5.6,0.39,7.2,0.39,2.5,0.17,3.1,0.18,5.6,0.044,22,4.3
4,1.0,2,0.042,0.46,0.017,2.5,0.038,2,0.042,0.39,0.0099,2.4,0.039,3.1,0.77
4,2.0,2,0.042,0.92,0.035,3,0.041,2,0.042,0.77,0.02,2.8,0.04,5.2,1.3
4,3.0,2,0.042,1.4,0.052,3.4,0.051,2,0.042,1.1,0.029,3.2,0.043,6.7,1.6
4,4.0,2,0.042,1.8,0.069,3.9,0.063,2,0.042,1.5,0.039,3.6,0.047,7.8,1.9
4,5.0,2,0.042,2.3,0.085,4.3,0.078,2,0.042,1.9,0.049,3.9,0.053,8.7,2.1
4,6.0,2,0.042,2.7,0.1,4.8,0.092,2.1,0.091,2.3,0.087,4.3,0.058,9.5,2.2
4,7.0,2,0.042,3.2,0.12,5.2,0.11,2.1,0.16,2.6,0.15,4.7,0.061,10,2.3
4,8.0,2,0.042,3.6,0.13,5.6,0.12,2.4,0.22,2.6,0.19,5,0.052,11,2.2
4,9.0,2,0.042,4,0.15,6.1,0.14,2.5,0.2,2.9,0.19,5.3,0.045,12,2.2
4,10.0,2,0.042,4.4,0.17,6.5,0.15,2.5,0.11,3.1,0.11,5.6,0.046,14,2.2
